"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","GDPHRWKD","TOT","IDX2010","A","2003",90.497467,
"PRT","GDPHRWKD","TOT","IDX2010","A","2004",92.504295,
"PRT","GDPHRWKD","TOT","IDX2010","A","2005",93.549409,
"PRT","GDPHRWKD","TOT","IDX2010","A","2006",95.298158,
"PRT","GDPHRWKD","TOT","IDX2010","A","2007",96.777513,
"PRT","GDPHRWKD","TOT","IDX2010","A","2008",97.401833,
"PRT","GDPHRWKD","TOT","IDX2010","A","2009",97.004365,
"PRT","GDPHRWKD","TOT","IDX2010","A","2010",100,
"PRT","GDPHRWKD","TOT","IDX2010","A","2011",101.478891,
"PRT","GDPHRWKD","TOT","IDX2010","A","2012",102.468048,
"PRT","GDPHRWKD","TOT","IDX2010","A","2013",103.966538,
"PRT","GDPHRWKD","TOT","IDX2010","A","2014",102.909484,
"PRT","GDPHRWKD","TOT","IDX2010","A","2015",102.835196,
"PRT","GDPHRWKD","TOT","IDX2010","A","2016",103.061958,
"PRT","GDPHRWKD","TOT","IDX2010","A","2017",103.163299,
"PRT","GDPHRWKD","TOT","IDX2010","A","2018",103.576199,
"SVK","GDPHRWKD","TOT","IDX2010","A","2001",68.010698,
"SVK","GDPHRWKD","TOT","IDX2010","A","2002",72.900381,
"SVK","GDPHRWKD","TOT","IDX2010","A","2003",78.618581,
"SVK","GDPHRWKD","TOT","IDX2010","A","2004",80.843738,
"SVK","GDPHRWKD","TOT","IDX2010","A","2005",83.511185,
"SVK","GDPHRWKD","TOT","IDX2010","A","2006",88.5081,
"SVK","GDPHRWKD","TOT","IDX2010","A","2007",95.188152,
"SVK","GDPHRWKD","TOT","IDX2010","A","2008",97.239664,
"SVK","GDPHRWKD","TOT","IDX2010","A","2009",94.455634,
"SVK","GDPHRWKD","TOT","IDX2010","A","2010",100,
"SVK","GDPHRWKD","TOT","IDX2010","A","2011",101.755739,
"SVK","GDPHRWKD","TOT","IDX2010","A","2012",103.862261,
"SVK","GDPHRWKD","TOT","IDX2010","A","2013",106.415077,
"SVK","GDPHRWKD","TOT","IDX2010","A","2014",108.559672,
"SVK","GDPHRWKD","TOT","IDX2010","A","2015",111.939913,
"SVK","GDPHRWKD","TOT","IDX2010","A","2016",112.56301,
"SVK","GDPHRWKD","TOT","IDX2010","A","2017",115.218828,
"SVK","GDPHRWKD","TOT","IDX2010","A","2018",118.186295,
"ESP","GDPHRWKD","TOT","IDX2010","A","2001",92.317892,
"ESP","GDPHRWKD","TOT","IDX2010","A","2002",92.461088,
"ESP","GDPHRWKD","TOT","IDX2010","A","2003",92.736225,
"ESP","GDPHRWKD","TOT","IDX2010","A","2004",93.033507,
"ESP","GDPHRWKD","TOT","IDX2010","A","2005",93.396889,
"ESP","GDPHRWKD","TOT","IDX2010","A","2006",93.943077,
"ESP","GDPHRWKD","TOT","IDX2010","A","2007",94.981354,
"ESP","GDPHRWKD","TOT","IDX2010","A","2008",95.225959,
"ESP","GDPHRWKD","TOT","IDX2010","A","2009",97.520851,
"ESP","GDPHRWKD","TOT","IDX2010","A","2010",100,
"ESP","GDPHRWKD","TOT","IDX2010","A","2011",101.476267,
"ESP","GDPHRWKD","TOT","IDX2010","A","2012",103.4333,
"ESP","GDPHRWKD","TOT","IDX2010","A","2013",104.925488,
"ESP","GDPHRWKD","TOT","IDX2010","A","2014",105.238021,
"ESP","GDPHRWKD","TOT","IDX2010","A","2015",106.070472,
"ESP","GDPHRWKD","TOT","IDX2010","A","2016",106.548712,
"ESP","GDPHRWKD","TOT","IDX2010","A","2017",107.545283,
"ESP","GDPHRWKD","TOT","IDX2010","A","2018",107.309201,
"SWE","GDPHRWKD","TOT","IDX2010","A","2001",83.935867,
"SWE","GDPHRWKD","TOT","IDX2010","A","2002",86.981827,
"SWE","GDPHRWKD","TOT","IDX2010","A","2003",90.188048,
"SWE","GDPHRWKD","TOT","IDX2010","A","2004",93.328183,
"SWE","GDPHRWKD","TOT","IDX2010","A","2005",96.007842,
"SWE","GDPHRWKD","TOT","IDX2010","A","2006",98.960558,
"SWE","GDPHRWKD","TOT","IDX2010","A","2007",99.271445,
"SWE","GDPHRWKD","TOT","IDX2010","A","2008",98.015447,
"SWE","GDPHRWKD","TOT","IDX2010","A","2009",96.320668,
"SWE","GDPHRWKD","TOT","IDX2010","A","2010",100,
"SWE","GDPHRWKD","TOT","IDX2010","A","2011",100.919503,
"SWE","GDPHRWKD","TOT","IDX2010","A","2012",100.423639,
"SWE","GDPHRWKD","TOT","IDX2010","A","2013",101.091992,
"SWE","GDPHRWKD","TOT","IDX2010","A","2014",102.435361,
"SWE","GDPHRWKD","TOT","IDX2010","A","2015",105.332487,
"SWE","GDPHRWKD","TOT","IDX2010","A","2016",105.12732,
"SWE","GDPHRWKD","TOT","IDX2010","A","2017",105.94317,
"SWE","GDPHRWKD","TOT","IDX2010","A","2018",106.317667,
"CHE","GDPHRWKD","TOT","IDX2010","A","2001",91.54402,
"CHE","GDPHRWKD","TOT","IDX2010","A","2002",92.232745,
"CHE","GDPHRWKD","TOT","IDX2010","A","2003",91.86068,
"CHE","GDPHRWKD","TOT","IDX2010","A","2004",92.461378,
"CHE","GDPHRWKD","TOT","IDX2010","A","2005",94.928453,
"CHE","GDPHRWKD","TOT","IDX2010","A","2006",97.228047,
"CHE","GDPHRWKD","TOT","IDX2010","A","2007",99.29129,
"CHE","GDPHRWKD","TOT","IDX2010","A","2008",99.621294,
"CHE","GDPHRWKD","TOT","IDX2010","A","2009",97.462968,
"CHE","GDPHRWKD","TOT","IDX2010","A","2010",100,
"CHE","GDPHRWKD","TOT","IDX2010","A","2011",99.473463,
"CHE","GDPHRWKD","TOT","IDX2010","A","2012",99.738207,
"CHE","GDPHRWKD","TOT","IDX2010","A","2013",101.607501,
"CHE","GDPHRWKD","TOT","IDX2010","A","2014",102.671013,
"CHE","GDPHRWKD","TOT","IDX2010","A","2015",101.578096,
"CHE","GDPHRWKD","TOT","IDX2010","A","2016",101.863457,
"CHE","GDPHRWKD","TOT","IDX2010","A","2017",104.109469,
"CHE","GDPHRWKD","TOT","IDX2010","A","2018",106.56461,
"TUR","GDPHRWKD","TOT","IDX2010","A","2001",70.500558,
"TUR","GDPHRWKD","TOT","IDX2010","A","2002",75.224401,
"TUR","GDPHRWKD","TOT","IDX2010","A","2003",80.07146,
"TUR","GDPHRWKD","TOT","IDX2010","A","2004",87.268167,
"TUR","GDPHRWKD","TOT","IDX2010","A","2005",92.253071,
"TUR","GDPHRWKD","TOT","IDX2010","A","2006",96.735393,
"TUR","GDPHRWKD","TOT","IDX2010","A","2007",101.862827,
"TUR","GDPHRWKD","TOT","IDX2010","A","2008",101.55521,
"TUR","GDPHRWKD","TOT","IDX2010","A","2009",97.48802,
"TUR","GDPHRWKD","TOT","IDX2010","A","2010",100,
"TUR","GDPHRWKD","TOT","IDX2010","A","2011",105.404026,
"TUR","GDPHRWKD","TOT","IDX2010","A","2012",107.622277,
"TUR","GDPHRWKD","TOT","IDX2010","A","2013",114.89747,
"TUR","GDPHRWKD","TOT","IDX2010","A","2014",114.929307,"E"
"TUR","GDPHRWKD","TOT","IDX2010","A","2015",118.630341,"E"
"TUR","GDPHRWKD","TOT","IDX2010","A","2016",119.799818,"E"
"TUR","GDPHRWKD","TOT","IDX2010","A","2017",124.301405,"E"
"TUR","GDPHRWKD","TOT","IDX2010","A","2018",125.436754,"E"
"GBR","GDPHRWKD","TOT","IDX2010","A","2001",88.478069,
"GBR","GDPHRWKD","TOT","IDX2010","A","2002",90.706292,
"GBR","GDPHRWKD","TOT","IDX2010","A","2003",93.422247,
"GBR","GDPHRWKD","TOT","IDX2010","A","2004",95.466444,
"GBR","GDPHRWKD","TOT","IDX2010","A","2005",96.338773,
"GBR","GDPHRWKD","TOT","IDX2010","A","2006",98.430962,
"GBR","GDPHRWKD","TOT","IDX2010","A","2007",99.87579,
"GBR","GDPHRWKD","TOT","IDX2010","A","2008",100.057172,
"GBR","GDPHRWKD","TOT","IDX2010","A","2009",97.683398,
"GBR","GDPHRWKD","TOT","IDX2010","A","2010",100,
"GBR","GDPHRWKD","TOT","IDX2010","A","2011",100.231201,
"GBR","GDPHRWKD","TOT","IDX2010","A","2012",99.76363,
"GBR","GDPHRWKD","TOT","IDX2010","A","2013",100.065965,
"GBR","GDPHRWKD","TOT","IDX2010","A","2014",99.913134,
"GBR","GDPHRWKD","TOT","IDX2010","A","2015",101.576443,
"GBR","GDPHRWKD","TOT","IDX2010","A","2016",101.099295,
"GBR","GDPHRWKD","TOT","IDX2010","A","2017",102.132758,
"GBR","GDPHRWKD","TOT","IDX2010","A","2018",102.658874,
"USA","GDPHRWKD","TOT","IDX2010","A","2001",82.35685,
"USA","GDPHRWKD","TOT","IDX2010","A","2002",84.67324,
"USA","GDPHRWKD","TOT","IDX2010","A","2003",87.289092,
"USA","GDPHRWKD","TOT","IDX2010","A","2004",89.526473,
"USA","GDPHRWKD","TOT","IDX2010","A","2005",91.423361,
"USA","GDPHRWKD","TOT","IDX2010","A","2006",92.353846,
"USA","GDPHRWKD","TOT","IDX2010","A","2007",93.527155,
"USA","GDPHRWKD","TOT","IDX2010","A","2008",94.480177,
"USA","GDPHRWKD","TOT","IDX2010","A","2009",97.562935,
"USA","GDPHRWKD","TOT","IDX2010","A","2010",100,
"USA","GDPHRWKD","TOT","IDX2010","A","2011",100.039331,
"USA","GDPHRWKD","TOT","IDX2010","A","2012",100.386521,
"USA","GDPHRWKD","TOT","IDX2010","A","2013",100.813556,
"USA","GDPHRWKD","TOT","IDX2010","A","2014",101.428256,
"USA","GDPHRWKD","TOT","IDX2010","A","2015",102.193456,
"USA","GDPHRWKD","TOT","IDX2010","A","2016",102.412639,
"USA","GDPHRWKD","TOT","IDX2010","A","2017",103.693026,
"USA","GDPHRWKD","TOT","IDX2010","A","2018",104.714818,"E"
"CHL","GDPHRWKD","TOT","IDX2010","A","2001",83.402904,
"CHL","GDPHRWKD","TOT","IDX2010","A","2002",84.142591,
"CHL","GDPHRWKD","TOT","IDX2010","A","2003",84.850427,
"CHL","GDPHRWKD","TOT","IDX2010","A","2004",88.825511,
"CHL","GDPHRWKD","TOT","IDX2010","A","2005",93.566153,
"CHL","GDPHRWKD","TOT","IDX2010","A","2006",97.42158,
"CHL","GDPHRWKD","TOT","IDX2010","A","2007",101.177493,
"CHL","GDPHRWKD","TOT","IDX2010","A","2008",103.4066,
"CHL","GDPHRWKD","TOT","IDX2010","A","2009",103.497966,
"CHL","GDPHRWKD","TOT","IDX2010","A","2010",100,
"CHL","GDPHRWKD","TOT","IDX2010","A","2011",102.193911,
"CHL","GDPHRWKD","TOT","IDX2010","A","2012",106.872451,"B"
"CHL","GDPHRWKD","TOT","IDX2010","A","2013",109.389477,
"CHL","GDPHRWKD","TOT","IDX2010","A","2014",111.053334,
"CHL","GDPHRWKD","TOT","IDX2010","A","2015",111.961378,
"CHL","GDPHRWKD","TOT","IDX2010","A","2016",113.409042,
"CHL","GDPHRWKD","TOT","IDX2010","A","2017",113.776789,
"CHL","GDPHRWKD","TOT","IDX2010","A","2018",117.530094,
"EST","GDPHRWKD","TOT","IDX2010","A","2001",67.023859,
"EST","GDPHRWKD","TOT","IDX2010","A","2002",71.520043,
"EST","GDPHRWKD","TOT","IDX2010","A","2003",75.082529,
"EST","GDPHRWKD","TOT","IDX2010","A","2004",80.149354,
"EST","GDPHRWKD","TOT","IDX2010","A","2005",84.87728,
"EST","GDPHRWKD","TOT","IDX2010","A","2006",89.112163,
"EST","GDPHRWKD","TOT","IDX2010","A","2007",95.831161,
"EST","GDPHRWKD","TOT","IDX2010","A","2008",92.529577,
"EST","GDPHRWKD","TOT","IDX2010","A","2009",94.697011,
"EST","GDPHRWKD","TOT","IDX2010","A","2010",100,
"EST","GDPHRWKD","TOT","IDX2010","A","2011",98.550074,
"EST","GDPHRWKD","TOT","IDX2010","A","2012",101.746727,
"EST","GDPHRWKD","TOT","IDX2010","A","2013",102.921014,
"EST","GDPHRWKD","TOT","IDX2010","A","2014",105.54196,
"EST","GDPHRWKD","TOT","IDX2010","A","2015",104.895567,
"EST","GDPHRWKD","TOT","IDX2010","A","2016",107.165958,
"EST","GDPHRWKD","TOT","IDX2010","A","2017",110.297262,
"EST","GDPHRWKD","TOT","IDX2010","A","2018",116.99818,
"ISR","GDPHRWKD","TOT","IDX2010","A","2001",89.446291,
"ISR","GDPHRWKD","TOT","IDX2010","A","2002",87.826314,
"ISR","GDPHRWKD","TOT","IDX2010","A","2003",88.600031,
"ISR","GDPHRWKD","TOT","IDX2010","A","2004",92.647771,
"ISR","GDPHRWKD","TOT","IDX2010","A","2005",93.73913,
"ISR","GDPHRWKD","TOT","IDX2010","A","2006",97.188334,
"ISR","GDPHRWKD","TOT","IDX2010","A","2007",98.235077,
"ISR","GDPHRWKD","TOT","IDX2010","A","2008",98.248097,
"ISR","GDPHRWKD","TOT","IDX2010","A","2009",97.26979,
"ISR","GDPHRWKD","TOT","IDX2010","A","2010",100,
"ISR","GDPHRWKD","TOT","IDX2010","A","2011",102.379778,
"ISR","GDPHRWKD","TOT","IDX2010","A","2012",102.240978,
"ISR","GDPHRWKD","TOT","IDX2010","A","2013",104.389596,
"ISR","GDPHRWKD","TOT","IDX2010","A","2014",106.181506,
"ISR","GDPHRWKD","TOT","IDX2010","A","2015",106.145536,
"ISR","GDPHRWKD","TOT","IDX2010","A","2016",106.428797,
"ISR","GDPHRWKD","TOT","IDX2010","A","2017",107.660862,
"ISR","GDPHRWKD","TOT","IDX2010","A","2018",109.898898,
"LVA","GDPHRWKD","TOT","IDX2010","A","2001",64.413525,
"LVA","GDPHRWKD","TOT","IDX2010","A","2002",69.728819,
"LVA","GDPHRWKD","TOT","IDX2010","A","2003",75.531604,
"LVA","GDPHRWKD","TOT","IDX2010","A","2004",83.810413,
"LVA","GDPHRWKD","TOT","IDX2010","A","2005",90.653962,
"LVA","GDPHRWKD","TOT","IDX2010","A","2006",95.853391,"B"
"LVA","GDPHRWKD","TOT","IDX2010","A","2007",103.136893,
"LVA","GDPHRWKD","TOT","IDX2010","A","2008",94.277384,
"LVA","GDPHRWKD","TOT","IDX2010","A","2009",96.816599,
"LVA","GDPHRWKD","TOT","IDX2010","A","2010",100,
"LVA","GDPHRWKD","TOT","IDX2010","A","2011",103.810469,
"LVA","GDPHRWKD","TOT","IDX2010","A","2012",107.477451,
"LVA","GDPHRWKD","TOT","IDX2010","A","2013",107.877429,
"LVA","GDPHRWKD","TOT","IDX2010","A","2014",110.871721,
"LVA","GDPHRWKD","TOT","IDX2010","A","2015",115.075163,
"LVA","GDPHRWKD","TOT","IDX2010","A","2016",117.404684,
"LVA","GDPHRWKD","TOT","IDX2010","A","2017",122.900318,
"LVA","GDPHRWKD","TOT","IDX2010","A","2018",126.247869,
"LTU","GDPHRWKD","TOT","IDX2010","A","2001",66.53527,
"LTU","GDPHRWKD","TOT","IDX2010","A","2002",69.644147,
"LTU","GDPHRWKD","TOT","IDX2010","A","2003",75.984612,
"LTU","GDPHRWKD","TOT","IDX2010","A","2004",77.859959,
"LTU","GDPHRWKD","TOT","IDX2010","A","2005",83.199134,
"LTU","GDPHRWKD","TOT","IDX2010","A","2006",89.861854,
"LTU","GDPHRWKD","TOT","IDX2010","A","2007",96.356795,
"LTU","GDPHRWKD","TOT","IDX2010","A","2008",98.664132,
"LTU","GDPHRWKD","TOT","IDX2010","A","2009",94.461668,
"LTU","GDPHRWKD","TOT","IDX2010","A","2010",100,
"LTU","GDPHRWKD","TOT","IDX2010","A","2011",106.874707,
"LTU","GDPHRWKD","TOT","IDX2010","A","2012",108.981359,
"LTU","GDPHRWKD","TOT","IDX2010","A","2013",112.308845,
"LTU","GDPHRWKD","TOT","IDX2010","A","2014",114.417234,
"LTU","GDPHRWKD","TOT","IDX2010","A","2015",113.496782,
"LTU","GDPHRWKD","TOT","IDX2010","A","2016",112.29208,
"LTU","GDPHRWKD","TOT","IDX2010","A","2017",120.550501,
"LTU","GDPHRWKD","TOT","IDX2010","A","2018",122.640591,
"RUS","GDPHRWKD","TOT","IDX2010","A","2001",70.149276,
"RUS","GDPHRWKD","TOT","IDX2010","A","2002",71.711733,
"RUS","GDPHRWKD","TOT","IDX2010","A","2003",76.779931,
"RUS","GDPHRWKD","TOT","IDX2010","A","2004",81.259084,
"RUS","GDPHRWKD","TOT","IDX2010","A","2005",85.478049,
"RUS","GDPHRWKD","TOT","IDX2010","A","2006",91.114058,
"RUS","GDPHRWKD","TOT","IDX2010","A","2007",96.438455,
"RUS","GDPHRWKD","TOT","IDX2010","A","2008",101.036201,
"RUS","GDPHRWKD","TOT","IDX2010","A","2009",96.476302,
"RUS","GDPHRWKD","TOT","IDX2010","A","2010",100,
"RUS","GDPHRWKD","TOT","IDX2010","A","2011",102.558838,
"RUS","GDPHRWKD","TOT","IDX2010","A","2012",105.125449,
"RUS","GDPHRWKD","TOT","IDX2010","A","2013",107.341369,
"RUS","GDPHRWKD","TOT","IDX2010","A","2014",107.639289,
"RUS","GDPHRWKD","TOT","IDX2010","A","2015",104.382646,
"RUS","GDPHRWKD","TOT","IDX2010","A","2016",104.838548,
"RUS","GDPHRWKD","TOT","IDX2010","A","2017",106.593777,
"RUS","GDPHRWKD","TOT","IDX2010","A","2018",108.851529,"E"
"SVN","GDPHRWKD","TOT","IDX2010","A","2001",81.928214,
"SVN","GDPHRWKD","TOT","IDX2010","A","2002",82.288207,
"SVN","GDPHRWKD","TOT","IDX2010","A","2003",84.828922,
"SVN","GDPHRWKD","TOT","IDX2010","A","2004",87.611364,
"SVN","GDPHRWKD","TOT","IDX2010","A","2005",93.533102,
"SVN","GDPHRWKD","TOT","IDX2010","A","2006",99.079044,
"SVN","GDPHRWKD","TOT","IDX2010","A","2007",103.333289,
"SVN","GDPHRWKD","TOT","IDX2010","A","2008",103.192633,
"SVN","GDPHRWKD","TOT","IDX2010","A","2009",96.680804,
"SVN","GDPHRWKD","TOT","IDX2010","A","2010",100,
"SVN","GDPHRWKD","TOT","IDX2010","A","2011",103.629878,
"SVN","GDPHRWKD","TOT","IDX2010","A","2012",103.036541,
"SVN","GDPHRWKD","TOT","IDX2010","A","2013",102.028032,
"SVN","GDPHRWKD","TOT","IDX2010","A","2014",103.195396,
"SVN","GDPHRWKD","TOT","IDX2010","A","2015",103.770592,
"SVN","GDPHRWKD","TOT","IDX2010","A","2016",107.354356,
"SVN","GDPHRWKD","TOT","IDX2010","A","2017",111.366949,
"SVN","GDPHRWKD","TOT","IDX2010","A","2018",113.993331,
"EU28","GDPHRWKD","TOT","IDX2010","A","2001",90.328704,
"EU28","GDPHRWKD","TOT","IDX2010","A","2002",92.23514,
"EU28","GDPHRWKD","TOT","IDX2010","A","2003",93.504627,
"EU28","GDPHRWKD","TOT","IDX2010","A","2004",95.06811,
"EU28","GDPHRWKD","TOT","IDX2010","A","2005",96.13695,
"EU28","GDPHRWKD","TOT","IDX2010","A","2006",97.669722,
"EU28","GDPHRWKD","TOT","IDX2010","A","2007",98.637393,
"EU28","GDPHRWKD","TOT","IDX2010","A","2008",98.386163,
"EU28","GDPHRWKD","TOT","IDX2010","A","2009",97.030933,
"EU28","GDPHRWKD","TOT","IDX2010","A","2010",100,
"EU28","GDPHRWKD","TOT","IDX2010","A","2011",101.638172,
"EU28","GDPHRWKD","TOT","IDX2010","A","2012",102.203322,
"EU28","GDPHRWKD","TOT","IDX2010","A","2013",103.167352,
"EU28","GDPHRWKD","TOT","IDX2010","A","2014",103.876014,
"EU28","GDPHRWKD","TOT","IDX2010","A","2015",105.259968,
"EU28","GDPHRWKD","TOT","IDX2010","A","2016",105.724473,
"EU28","GDPHRWKD","TOT","IDX2010","A","2017",107.198664,
"EU28","GDPHRWKD","TOT","IDX2010","A","2018",108.201584,
"OECD","GDPHRWKD","TOT","IDX2010","A","2001",88.042034,
"OECD","GDPHRWKD","TOT","IDX2010","A","2002",89.511687,
"OECD","GDPHRWKD","TOT","IDX2010","A","2003",91.568411,
"OECD","GDPHRWKD","TOT","IDX2010","A","2004",93.588456,
"OECD","GDPHRWKD","TOT","IDX2010","A","2005",95.077206,
"OECD","GDPHRWKD","TOT","IDX2010","A","2006",96.566736,
"OECD","GDPHRWKD","TOT","IDX2010","A","2007",97.961936,
"OECD","GDPHRWKD","TOT","IDX2010","A","2008",98.012372,
"OECD","GDPHRWKD","TOT","IDX2010","A","2009",98.340224,
"OECD","GDPHRWKD","TOT","IDX2010","A","2010",100,
"OECD","GDPHRWKD","TOT","IDX2010","A","2011",101.044641,
"OECD","GDPHRWKD","TOT","IDX2010","A","2012",101.553164,
"OECD","GDPHRWKD","TOT","IDX2010","A","2013",102.574888,
"OECD","GDPHRWKD","TOT","IDX2010","A","2014",103.459289,
"OECD","GDPHRWKD","TOT","IDX2010","A","2015",104.570896,
"OECD","GDPHRWKD","TOT","IDX2010","A","2016",104.96314,
"OECD","GDPHRWKD","TOT","IDX2010","A","2017",106.577214,
"OECD","GDPHRWKD","TOT","IDX2010","A","2018",107.539247,
"G-7","GDPHRWKD","TOT","IDX2010","A","2001",87.725696,
"G-7","GDPHRWKD","TOT","IDX2010","A","2002",89.602993,
"G-7","GDPHRWKD","TOT","IDX2010","A","2003",91.330898,
"G-7","GDPHRWKD","TOT","IDX2010","A","2004",93.217296,
"G-7","GDPHRWKD","TOT","IDX2010","A","2005",94.816873,
"G-7","GDPHRWKD","TOT","IDX2010","A","2006",95.848525,
"G-7","GDPHRWKD","TOT","IDX2010","A","2007",96.730747,
"G-7","GDPHRWKD","TOT","IDX2010","A","2008",97.094254,
"G-7","GDPHRWKD","TOT","IDX2010","A","2009",97.694547,
"G-7","GDPHRWKD","TOT","IDX2010","A","2010",100,
"G-7","GDPHRWKD","TOT","IDX2010","A","2011",100.647755,
"G-7","GDPHRWKD","TOT","IDX2010","A","2012",101.069541,
"G-7","GDPHRWKD","TOT","IDX2010","A","2013",101.957751,
"G-7","GDPHRWKD","TOT","IDX2010","A","2014",102.668546,
"G-7","GDPHRWKD","TOT","IDX2010","A","2015",103.645526,
"G-7","GDPHRWKD","TOT","IDX2010","A","2016",103.914699,
"G-7","GDPHRWKD","TOT","IDX2010","A","2017",105.300612,
"G-7","GDPHRWKD","TOT","IDX2010","A","2018",106.127485,
"EA19","GDPHRWKD","TOT","IDX2010","A","2001",93.376312,
"EA19","GDPHRWKD","TOT","IDX2010","A","2002",94.213709,
"EA19","GDPHRWKD","TOT","IDX2010","A","2003",94.675832,
"EA19","GDPHRWKD","TOT","IDX2010","A","2004",95.820149,
"EA19","GDPHRWKD","TOT","IDX2010","A","2005",96.68281,
"EA19","GDPHRWKD","TOT","IDX2010","A","2006",98.08026,
"EA19","GDPHRWKD","TOT","IDX2010","A","2007",98.953007,
"EA19","GDPHRWKD","TOT","IDX2010","A","2008",98.65616,
"EA19","GDPHRWKD","TOT","IDX2010","A","2009",97.530186,
"EA19","GDPHRWKD","TOT","IDX2010","A","2010",100,
"EA19","GDPHRWKD","TOT","IDX2010","A","2011",101.58887,
"EA19","GDPHRWKD","TOT","IDX2010","A","2012",102.335695,
"EA19","GDPHRWKD","TOT","IDX2010","A","2013",103.381673,
"EA19","GDPHRWKD","TOT","IDX2010","A","2014",104.239365,
"EA19","GDPHRWKD","TOT","IDX2010","A","2015",105.228265,
"EA19","GDPHRWKD","TOT","IDX2010","A","2016",105.728379,
"EA19","GDPHRWKD","TOT","IDX2010","A","2017",107.150042,
"EA19","GDPHRWKD","TOT","IDX2010","A","2018",107.653315,
"ZAF","GDPHRWKD","TOT","IDX2010","A","2001",78.498133,
"ZAF","GDPHRWKD","TOT","IDX2010","A","2002",81.913523,
"ZAF","GDPHRWKD","TOT","IDX2010","A","2003",87.779621,
"ZAF","GDPHRWKD","TOT","IDX2010","A","2004",89.107461,
"ZAF","GDPHRWKD","TOT","IDX2010","A","2005",86.375525,
"ZAF","GDPHRWKD","TOT","IDX2010","A","2006",89.934092,
"ZAF","GDPHRWKD","TOT","IDX2010","A","2007",94.154872,
"ZAF","GDPHRWKD","TOT","IDX2010","A","2008",91.202413,
"ZAF","GDPHRWKD","TOT","IDX2010","A","2009",93.706367,
"ZAF","GDPHRWKD","TOT","IDX2010","A","2010",100,
"ZAF","GDPHRWKD","TOT","IDX2010","A","2011",100.367652,
"ZAF","GDPHRWKD","TOT","IDX2010","A","2012",101.436765,
"ZAF","GDPHRWKD","TOT","IDX2010","A","2013",101.428308,
"ZAF","GDPHRWKD","TOT","IDX2010","A","2014",101.520279,
"ZAF","GDPHRWKD","TOT","IDX2010","A","2015",111.511629,"E"
"ZAF","GDPHRWKD","TOT","IDX2010","A","2016",98.579546,"E"
"ZAF","GDPHRWKD","TOT","IDX2010","A","2017",98.524905,"E"
"ZAF","GDPHRWKD","TOT","IDX2010","A","2018",97.938287,"E"
"CRI","GDPHRWKD","TOT","IDX2010","A","2001",78.744126,
"CRI","GDPHRWKD","TOT","IDX2010","A","2002",79.183168,
"CRI","GDPHRWKD","TOT","IDX2010","A","2003",80.251572,
"CRI","GDPHRWKD","TOT","IDX2010","A","2004",82.191779,
"CRI","GDPHRWKD","TOT","IDX2010","A","2005",80.679403,
"CRI","GDPHRWKD","TOT","IDX2010","A","2006",83.792453,
"CRI","GDPHRWKD","TOT","IDX2010","A","2007",84.895599,
"CRI","GDPHRWKD","TOT","IDX2010","A","2008",87.496074,
"CRI","GDPHRWKD","TOT","IDX2010","A","2009",89.888105,
"CRI","GDPHRWKD","TOT","IDX2010","A","2010",100,
"CRI","GDPHRWKD","TOT","IDX2010","A","2011",104.70427,
"CRI","GDPHRWKD","TOT","IDX2010","A","2012",103.160289,
"CRI","GDPHRWKD","TOT","IDX2010","A","2013",108.318253,
"CRI","GDPHRWKD","TOT","IDX2010","A","2014",111.043495,
"CRI","GDPHRWKD","TOT","IDX2010","A","2015",114.591683,
"CRI","GDPHRWKD","TOT","IDX2010","A","2016",119.663859,
"CRI","GDPHRWKD","TOT","IDX2010","A","2017",121.589544,
"CRI","GDPHRWKD","TOT","IDX2010","A","2018",123.860614,
"BGR","GDPHRWKD","TOT","IDX2010","A","2001",74.915008,
"BGR","GDPHRWKD","TOT","IDX2010","A","2002",79.221676,
"BGR","GDPHRWKD","TOT","IDX2010","A","2003",81.440829,
"BGR","GDPHRWKD","TOT","IDX2010","A","2004",83.319247,
"BGR","GDPHRWKD","TOT","IDX2010","A","2005",87.19716,
"BGR","GDPHRWKD","TOT","IDX2010","A","2006",90.365358,
"BGR","GDPHRWKD","TOT","IDX2010","A","2007",93.303475,
"BGR","GDPHRWKD","TOT","IDX2010","A","2008",94.469428,
"BGR","GDPHRWKD","TOT","IDX2010","A","2009",95.493609,
"BGR","GDPHRWKD","TOT","IDX2010","A","2010",100,
"BGR","GDPHRWKD","TOT","IDX2010","A","2011",104.734265,
"BGR","GDPHRWKD","TOT","IDX2010","A","2012",107.752347,
"BGR","GDPHRWKD","TOT","IDX2010","A","2013",108.528719,
"BGR","GDPHRWKD","TOT","IDX2010","A","2014",110.241121,
"BGR","GDPHRWKD","TOT","IDX2010","A","2015",114.216046,
"BGR","GDPHRWKD","TOT","IDX2010","A","2016",118.042777,
"BGR","GDPHRWKD","TOT","IDX2010","A","2017",120.054406,
"BGR","GDPHRWKD","TOT","IDX2010","A","2018",123.788542,
"HRV","GDPHRWKD","TOT","IDX2010","A","2001",89.184919,
"HRV","GDPHRWKD","TOT","IDX2010","A","2002",92.926725,
"HRV","GDPHRWKD","TOT","IDX2010","A","2003",95.733659,
"HRV","GDPHRWKD","TOT","IDX2010","A","2004",98.78919,
"HRV","GDPHRWKD","TOT","IDX2010","A","2005",102.008698,
